math_enjoyment,programming_enjoyment,ui_design_enjoyment,logic_problem_solving,data_preference,cloud_infra_enjoyment,cybersecurity_enjoyment,statistics_comfort,debugging_enjoyment,build_vs_analyze,learning_time_commitment,programming_experience_level,education_background,work_style_preference,career_archetype,target_career
3.6,3.8,1.7,4.7,3.1,4.2,3.6,3.3,3.5,build_systems,5_to_10_hrs,advanced,self_taught,logic_architecture,technical_engineering,backend
3.9,4.2,1.1,4.8,3.7,4.2,3.7,1.6,4.4,build_systems,5_to_10_hrs,intermediate,non_cs_degree,logic_architecture,balanced_generalist,backend
4.5,5.0,2.3,5.0,3.1,3.6,3.0,2.9,5.0,build_systems,10_to_20_hrs,none,cs_degree,systems_reliability,technical_engineering,backend
3.3,4.5,2.0,5.0,4.1,3.2,3.5,4.2,4.1,build_systems,5_to_10_hrs,intermediate,non_cs_degree,systems_reliability,balanced_generalist,backend
4.2,3.8,1.1,4.4,3.5,4.3,2.6,3.2,4.6,build_systems,under_5_hrs,basics,cs_degree,logic_architecture,balanced_generalist,backend
5.0,3.9,1.3,5.0,3.3,2.8,3.2,2.6,5.0,build_systems,20_plus_hrs,basics,cs_degree,logic_architecture,technical_engineering,backend
2.5,4.5,2.4,3.8,3.5,3.1,3.3,3.0,5.0,build_systems,10_to_20_hrs,advanced,cs_degree,logic_architecture,balanced_generalist,backend
4.1,5.0,2.1,4.4,3.6,3.7,3.8,3.0,4.3,build_systems,20_plus_hrs,intermediate,non_cs_degree,logic_architecture,technical_engineering,backend
2.5,4.4,1.8,4.7,3.8,4.2,2.8,2.9,4.5,build_systems,under_5_hrs,advanced,self_taught,logic_architecture,technical_engineering,backend
2.5,4.9,1.9,4.7,4.1,3.6,3.0,3.8,3.3,build_user_facing,10_to_20_hrs,none,non_cs_degree,logic_architecture,technical_engineering,backend
1.8,4.6,1.0,4.3,3.3,4.2,3.2,2.4,3.9,build_systems,5_to_10_hrs,none,high_school,logic_architecture,technical_engineering,backend
4.2,5.0,1.0,4.6,3.9,3.9,3.4,3.7,3.8,build_user_facing,under_5_hrs,basics,self_taught,logic_architecture,technical_engineering,backend
3.2,4.5,2.2,4.7,3.6,3.7,3.7,3.5,4.6,build_user_facing,20_plus_hrs,advanced,self_taught,logic_architecture,balanced_generalist,backend
2.4,4.7,1.7,4.3,3.8,4.4,3.5,3.7,4.9,build_systems,5_to_10_hrs,intermediate,self_taught,logic_architecture,balanced_generalist,backend
4.2,4.5,1.2,5.0,3.0,3.7,4.0,3.5,4.8,build_user_facing,10_to_20_hrs,basics,non_cs_degree,logic_architecture,technical_engineering,backend
3.4,4.6,1.9,4.9,4.2,3.3,3.1,4.0,4.4,build_user_facing,20_plus_hrs,advanced,non_cs_degree,logic_architecture,technical_engineering,backend
3.1,3.7,1.9,4.1,3.5,3.6,3.9,3.0,3.8,build_systems,5_to_10_hrs,intermediate,high_school,logic_architecture,balanced_generalist,backend
3.9,5.0,1.9,4.7,3.7,4.1,3.2,1.6,4.0,build_systems,10_to_20_hrs,basics,self_taught,logic_architecture,technical_engineering,backend
2.7,4.3,1.0,4.4,2.8,3.3,3.5,3.3,3.8,build_systems,10_to_20_hrs,intermediate,cs_degree,systems_reliability,balanced_generalist,backend
3.2,4.6,1.9,4.2,4.0,4.8,2.9,3.5,3.7,build_systems,10_to_20_hrs,advanced,non_cs_degree,logic_architecture,balanced_generalist,backend
2.6,5.0,1.0,3.8,3.4,3.1,3.8,3.4,4.0,build_systems,10_to_20_hrs,intermediate,non_cs_degree,systems_reliability,balanced_generalist,backend
3.0,5.0,1.0,5.0,3.1,2.8,2.7,3.5,5.0,build_user_facing,under_5_hrs,advanced,non_cs_degree,logic_architecture,technical_engineering,backend
3.6,4.7,1.8,4.4,4.0,4.2,4.3,1.9,4.2,build_user_facing,under_5_hrs,none,non_cs_degree,logic_architecture,technical_engineering,backend
2.5,4.8,1.9,5.0,3.6,2.9,2.9,2.5,4.3,build_systems,20_plus_hrs,basics,non_cs_degree,logic_architecture,technical_engineering,backend
3.0,4.6,2.1,4.6,3.6,3.7,3.1,2.4,3.8,build_systems,20_plus_hrs,none,cs_degree,systems_reliability,technical_engineering,backend
4.0,4.0,1.8,4.0,4.1,3.1,3.0,3.1,4.6,build_systems,20_plus_hrs,intermediate,non_cs_degree,systems_reliability,technical_engineering,backend
3.8,4.5,1.0,4.4,4.3,4.5,3.7,2.7,4.9,build_systems,10_to_20_hrs,none,high_school,systems_reliability,technical_engineering,backend
3.3,4.6,1.5,4.4,2.9,4.0,3.0,2.8,3.7,build_systems,5_to_10_hrs,basics,self_taught,logic_architecture,technical_engineering,backend
3.3,4.3,2.4,4.4,3.7,4.2,3.1,2.5,4.4,build_systems,5_to_10_hrs,intermediate,high_school,logic_architecture,balanced_generalist,backend
3.4,4.7,1.5,4.1,3.1,3.5,3.9,3.2,3.6,build_systems,5_to_10_hrs,basics,cs_degree,logic_architecture,technical_engineering,backend
3.8,5.0,1.5,4.0,4.3,4.4,3.2,2.8,3.5,build_systems,10_to_20_hrs,intermediate,cs_degree,systems_reliability,technical_engineering,backend
1.8,4.4,1.6,4.7,3.0,4.0,3.7,3.8,4.3,build_user_facing,5_to_10_hrs,intermediate,self_taught,systems_reliability,balanced_generalist,backend
3.5,4.0,2.1,3.9,3.4,4.2,3.3,3.4,4.2,build_systems,10_to_20_hrs,advanced,cs_degree,systems_reliability,technical_engineering,backend
3.3,4.1,2.0,4.1,2.7,4.0,2.3,2.4,4.6,build_systems,5_to_10_hrs,intermediate,cs_degree,logic_architecture,balanced_generalist,backend
3.3,4.4,2.2,4.8,4.2,4.3,3.1,4.0,4.6,build_systems,10_to_20_hrs,advanced,self_taught,logic_architecture,technical_engineering,backend
3.7,4.1,1.3,4.5,3.5,4.1,3.8,2.1,4.5,build_systems,20_plus_hrs,intermediate,cs_degree,logic_architecture,balanced_generalist,backend
4.0,4.4,1.3,4.8,4.0,3.1,2.7,2.6,4.4,build_systems,10_to_20_hrs,advanced,non_cs_degree,logic_architecture,balanced_generalist,backend
3.1,5.0,1.6,4.9,4.3,4.1,3.7,3.6,4.0,build_user_facing,5_to_10_hrs,intermediate,non_cs_degree,logic_architecture,technical_engineering,backend
3.5,4.3,2.7,4.0,3.3,4.4,3.4,2.7,4.2,build_systems,5_to_10_hrs,none,high_school,logic_architecture,technical_engineering,backend
2.9,4.3,2.1,3.9,3.2,4.7,3.4,2.4,4.9,build_systems,under_5_hrs,basics,self_taught,logic_architecture,technical_engineering,backend
3.5,4.3,1.3,5.0,3.6,3.6,3.6,1.1,4.1,build_user_facing,under_5_hrs,none,non_cs_degree,logic_architecture,balanced_generalist,backend
3.5,4.8,1.6,4.5,4.4,3.6,2.5,4.1,5.0,build_systems,10_to_20_hrs,none,self_taught,systems_reliability,balanced_generalist,backend
2.1,4.6,2.1,4.6,4.4,3.7,3.7,2.0,4.5,build_systems,under_5_hrs,advanced,non_cs_degree,systems_reliability,balanced_generalist,backend
3.5,4.2,1.4,4.4,4.0,3.3,3.2,3.4,3.6,build_systems,20_plus_hrs,basics,high_school,systems_reliability,technical_engineering,backend
3.1,4.6,1.4,4.3,2.8,4.3,3.5,1.9,4.3,build_systems,10_to_20_hrs,intermediate,self_taught,logic_architecture,technical_engineering,backend
4.1,4.3,1.8,4.8,3.9,3.5,3.1,2.9,4.1,build_systems,5_to_10_hrs,none,cs_degree,systems_reliability,balanced_generalist,backend
2.2,5.0,1.4,4.6,4.1,4.3,4.5,3.9,3.7,build_user_facing,20_plus_hrs,basics,high_school,logic_architecture,technical_engineering,backend
3.2,4.6,2.6,4.8,4.5,4.3,4.4,3.8,5.0,build_user_facing,under_5_hrs,intermediate,cs_degree,logic_architecture,technical_engineering,backend
3.0,4.7,1.7,4.4,3.2,4.1,3.1,2.4,4.9,build_systems,10_to_20_hrs,basics,cs_degree,logic_architecture,balanced_generalist,backend
4.1,4.9,1.0,4.7,4.1,4.1,2.3,3.1,4.4,build_user_facing,20_plus_hrs,intermediate,cs_degree,logic_architecture,technical_engineering,backend
3.0,4.2,1.8,4.8,4.1,3.6,2.7,1.7,4.4,build_systems,5_to_10_hrs,intermediate,non_cs_degree,systems_reliability,technical_engineering,backend
3.4,4.6,1.5,4.5,4.1,3.1,4.2,3.9,3.9,build_systems,20_plus_hrs,advanced,non_cs_degree,systems_reliability,technical_engineering,backend
3.2,4.5,1.0,5.0,3.3,4.0,2.9,3.0,4.4,build_user_facing,10_to_20_hrs,basics,cs_degree,logic_architecture,balanced_generalist,backend
3.6,5.0,2.3,3.8,4.4,3.9,3.0,2.7,4.7,build_systems,20_plus_hrs,intermediate,self_taught,systems_reliability,technical_engineering,backend
2.9,4.5,1.5,4.5,4.2,4.6,2.3,3.8,4.3,build_user_facing,under_5_hrs,basics,non_cs_degree,systems_reliability,balanced_generalist,backend
3.5,4.6,2.3,5.0,4.1,3.8,3.7,3.3,3.7,build_systems,5_to_10_hrs,basics,non_cs_degree,logic_architecture,balanced_generalist,backend
4.0,4.7,1.9,5.0,4.0,3.8,3.4,4.0,3.9,build_systems,5_to_10_hrs,basics,high_school,logic_architecture,technical_engineering,backend
3.7,4.1,1.5,4.9,3.7,3.6,3.6,3.7,3.8,build_systems,10_to_20_hrs,basics,self_taught,logic_architecture,technical_engineering,backend
3.1,4.2,2.0,4.4,4.0,3.8,4.4,3.5,4.8,build_systems,20_plus_hrs,basics,self_taught,logic_architecture,technical_engineering,backend
4.6,4.5,1.4,5.0,3.2,3.9,3.1,2.2,3.4,build_systems,20_plus_hrs,advanced,self_taught,systems_reliability,technical_engineering,backend
4.0,4.7,1.9,5.0,4.6,3.8,3.9,2.3,4.5,build_systems,5_to_10_hrs,intermediate,non_cs_degree,logic_architecture,technical_engineering,backend
3.4,4.8,1.5,4.7,3.9,4.2,2.9,3.0,4.2,build_systems,under_5_hrs,basics,non_cs_degree,systems_reliability,balanced_generalist,backend
3.9,4.2,1.5,4.9,4.1,3.1,3.1,4.3,4.3,build_user_facing,20_plus_hrs,advanced,non_cs_degree,logic_architecture,technical_engineering,backend
3.3,4.7,2.2,4.6,3.9,4.2,3.2,3.5,4.8,build_systems,under_5_hrs,intermediate,self_taught,logic_architecture,balanced_generalist,backend
3.1,4.0,1.3,4.5,3.9,3.6,3.7,2.5,4.4,build_user_facing,5_to_10_hrs,intermediate,cs_degree,logic_architecture,balanced_generalist,backend
3.2,4.1,2.1,4.7,3.8,4.4,3.4,4.5,4.9,build_systems,10_to_20_hrs,intermediate,self_taught,systems_reliability,technical_engineering,backend
3.2,4.5,2.4,4.7,4.5,3.4,3.7,2.9,4.1,build_user_facing,20_plus_hrs,basics,high_school,systems_reliability,technical_engineering,backend
3.3,4.6,2.1,4.7,4.0,3.1,4.1,2.8,3.9,build_systems,5_to_10_hrs,intermediate,cs_degree,systems_reliability,technical_engineering,backend
2.6,4.5,2.9,4.3,3.8,3.8,3.0,2.5,5.0,build_systems,under_5_hrs,intermediate,cs_degree,logic_architecture,balanced_generalist,backend
3.9,4.7,1.6,4.5,3.7,4.3,2.3,3.6,4.2,build_systems,10_to_20_hrs,advanced,high_school,systems_reliability,technical_engineering,backend
1.2,4.9,1.5,4.6,3.7,3.8,3.0,3.5,4.3,build_systems,20_plus_hrs,none,non_cs_degree,systems_reliability,technical_engineering,backend
2.8,4.4,2.0,4.3,4.0,3.9,3.8,2.6,4.4,build_user_facing,10_to_20_hrs,advanced,cs_degree,logic_architecture,technical_engineering,backend
3.2,4.1,1.6,3.8,3.6,4.1,3.0,3.4,4.6,build_systems,5_to_10_hrs,basics,non_cs_degree,logic_architecture,technical_engineering,backend
2.3,5.0,2.2,4.0,4.3,3.7,3.9,3.5,3.8,build_systems,under_5_hrs,advanced,cs_degree,logic_architecture,technical_engineering,backend
3.7,4.3,1.0,4.9,4.7,3.4,3.4,3.6,4.3,build_systems,20_plus_hrs,advanced,non_cs_degree,systems_reliability,technical_engineering,backend
3.8,4.3,1.9,4.4,3.6,3.6,3.1,1.8,4.6,build_systems,5_to_10_hrs,none,non_cs_degree,logic_architecture,technical_engineering,backend
3.4,4.2,2.3,5.0,3.5,4.2,3.1,3.6,4.1,build_user_facing,under_5_hrs,advanced,high_school,logic_architecture,technical_engineering,backend
3.6,4.5,1.0,4.4,4.1,3.2,3.0,2.8,4.6,build_systems,20_plus_hrs,advanced,cs_degree,logic_architecture,balanced_generalist,backend
4.5,4.6,1.3,4.1,4.1,3.9,2.9,2.6,3.5,build_systems,20_plus_hrs,none,high_school,systems_reliability,technical_engineering,backend
4.6,4.9,1.8,4.3,3.8,4.3,2.2,1.8,3.9,build_systems,5_to_10_hrs,advanced,high_school,logic_architecture,technical_engineering,backend
4.3,4.5,1.8,3.7,3.5,4.4,3.5,2.9,5.0,build_systems,20_plus_hrs,basics,cs_degree,logic_architecture,technical_engineering,backend
3.1,4.7,1.5,4.4,2.8,4.1,2.6,3.5,4.3,build_user_facing,10_to_20_hrs,advanced,cs_degree,systems_reliability,technical_engineering,backend
3.5,4.7,1.5,3.7,3.6,3.9,2.8,2.5,4.4,build_systems,5_to_10_hrs,none,cs_degree,logic_architecture,technical_engineering,backend
3.8,4.4,1.2,4.6,3.7,4.1,2.8,3.5,3.9,build_systems,20_plus_hrs,advanced,non_cs_degree,systems_reliability,balanced_generalist,backend
2.8,4.6,1.0,4.3,3.8,3.9,3.4,2.5,4.1,build_systems,5_to_10_hrs,intermediate,high_school,systems_reliability,technical_engineering,backend
3.6,5.0,1.7,4.2,4.7,3.6,3.4,3.3,4.3,build_systems,5_to_10_hrs,advanced,self_taught,logic_architecture,balanced_generalist,backend
2.6,4.7,1.7,5.0,3.3,4.0,3.9,3.2,4.4,build_systems,10_to_20_hrs,none,cs_degree,logic_architecture,technical_engineering,backend
2.1,4.2,1.5,4.2,3.5,4.3,3.0,2.5,4.2,build_systems,10_to_20_hrs,basics,cs_degree,systems_reliability,technical_engineering,backend
4.7,4.1,2.2,5.0,4.1,3.4,3.1,3.1,5.0,build_systems,20_plus_hrs,advanced,cs_degree,logic_architecture,balanced_generalist,backend
2.4,4.7,1.5,4.2,3.5,3.6,3.7,2.9,3.8,build_user_facing,10_to_20_hrs,intermediate,non_cs_degree,logic_architecture,technical_engineering,backend
3.0,4.8,1.7,4.8,3.3,3.5,2.6,2.8,4.7,build_systems,under_5_hrs,basics,high_school,systems_reliability,technical_engineering,backend
2.4,4.6,2.2,4.5,3.6,3.6,3.0,3.2,4.1,build_systems,5_to_10_hrs,basics,self_taught,logic_architecture,balanced_generalist,backend
3.7,3.6,1.5,4.6,3.9,3.0,3.8,3.4,5.0,build_systems,10_to_20_hrs,intermediate,cs_degree,systems_reliability,technical_engineering,backend
3.3,4.9,2.3,4.4,3.5,4.3,2.6,4.0,3.6,build_user_facing,5_to_10_hrs,intermediate,self_taught,systems_reliability,technical_engineering,backend
3.9,4.7,1.0,5.0,3.7,4.1,3.2,3.0,4.4,build_systems,10_to_20_hrs,basics,cs_degree,logic_architecture,balanced_generalist,backend
3.6,4.4,1.3,4.4,3.6,3.3,3.4,2.4,4.6,build_systems,10_to_20_hrs,advanced,non_cs_degree,systems_reliability,balanced_generalist,backend
3.2,4.6,2.2,4.8,3.5,3.6,3.0,3.3,3.7,build_user_facing,5_to_10_hrs,basics,non_cs_degree,logic_architecture,balanced_generalist,backend
2.1,4.0,2.4,4.3,3.1,4.0,3.5,2.3,4.6,build_user_facing,under_5_hrs,intermediate,non_cs_degree,logic_architecture,technical_engineering,backend
3.3,4.5,2.1,4.7,3.4,3.7,3.6,2.9,4.3,build_systems,20_plus_hrs,none,self_taught,systems_reliability,technical_engineering,backend
4.2,4.6,2.0,4.9,2.7,3.4,3.9,3.9,4.6,build_user_facing,5_to_10_hrs,advanced,self_taught,logic_architecture,balanced_generalist,backend
3.7,4.3,2.0,4.4,4.1,3.1,3.0,2.3,4.6,build_systems,5_to_10_hrs,intermediate,high_school,logic_architecture,balanced_generalist,backend
3.5,4.9,1.6,4.0,2.9,3.2,2.5,1.8,4.0,build_systems,20_plus_hrs,none,high_school,logic_architecture,balanced_generalist,backend
3.3,4.0,1.6,4.9,4.0,3.0,3.1,1.8,4.5,build_systems,10_to_20_hrs,none,high_school,logic_architecture,balanced_generalist,backend
3.7,4.8,1.7,4.5,4.1,3.8,3.7,2.1,4.6,build_systems,5_to_10_hrs,basics,cs_degree,logic_architecture,technical_engineering,backend
4.1,4.8,2.1,4.5,4.1,4.4,2.8,3.0,5.0,build_systems,under_5_hrs,none,high_school,logic_architecture,technical_engineering,backend
3.3,3.9,2.3,4.5,3.9,3.7,3.3,2.9,4.2,build_systems,5_to_10_hrs,intermediate,high_school,systems_reliability,balanced_generalist,backend
4.2,4.9,1.6,4.8,4.3,3.9,3.0,3.3,4.5,build_systems,20_plus_hrs,advanced,cs_degree,logic_architecture,technical_engineering,backend
2.6,4.3,1.8,4.4,4.3,4.2,3.4,3.6,4.5,build_systems,5_to_10_hrs,none,self_taught,systems_reliability,technical_engineering,backend
3.4,5.0,1.5,4.4,3.7,3.8,2.6,2.5,4.0,build_systems,20_plus_hrs,intermediate,self_taught,logic_architecture,balanced_generalist,backend
2.4,4.9,1.8,4.4,2.8,3.9,4.1,2.9,4.5,build_user_facing,under_5_hrs,intermediate,non_cs_degree,logic_architecture,technical_engineering,backend
2.2,4.0,2.2,5.0,4.4,3.7,3.1,3.1,4.8,build_systems,10_to_20_hrs,none,high_school,logic_architecture,technical_engineering,backend
3.3,3.9,1.4,4.8,3.1,4.5,3.1,4.2,3.4,build_user_facing,5_to_10_hrs,basics,high_school,logic_architecture,technical_engineering,backend
4.0,4.4,1.3,4.7,3.7,2.7,3.0,2.7,4.5,build_user_facing,10_to_20_hrs,advanced,cs_degree,logic_architecture,balanced_generalist,backend
4.3,4.3,1.9,4.4,3.5,3.6,2.9,3.5,4.8,build_systems,20_plus_hrs,advanced,non_cs_degree,logic_architecture,balanced_generalist,backend
3.9,4.8,1.0,4.2,3.4,4.0,2.8,2.7,4.3,build_user_facing,20_plus_hrs,intermediate,self_taught,logic_architecture,balanced_generalist,backend
3.4,4.1,2.0,4.2,3.7,3.7,2.7,2.8,4.2,build_systems,under_5_hrs,none,self_taught,systems_reliability,balanced_generalist,backend
3.4,4.4,1.9,4.4,4.0,3.6,3.2,3.0,4.0,build_systems,10_to_20_hrs,none,high_school,logic_architecture,technical_engineering,backend
4.3,4.3,2.1,4.5,3.4,2.9,3.3,4.8,4.3,build_user_facing,20_plus_hrs,advanced,non_cs_degree,systems_reliability,technical_engineering,backend
3.0,5.0,2.1,4.6,3.8,3.4,3.0,3.7,3.6,build_systems,10_to_20_hrs,basics,self_taught,logic_architecture,balanced_generalist,backend
3.9,3.9,2.5,5.0,3.4,3.6,3.2,2.4,4.3,build_user_facing,10_to_20_hrs,basics,high_school,logic_architecture,technical_engineering,backend
3.1,4.7,2.4,4.4,2.7,4.8,3.0,4.5,3.8,build_user_facing,20_plus_hrs,intermediate,self_taught,systems_reliability,technical_engineering,backend
2.9,4.5,1.8,4.2,4.7,3.9,2.3,3.1,3.9,build_systems,10_to_20_hrs,basics,non_cs_degree,systems_reliability,technical_engineering,backend
3.4,4.3,2.0,5.0,4.0,3.9,3.6,3.7,4.6,build_systems,10_to_20_hrs,intermediate,cs_degree,systems_reliability,technical_engineering,backend
2.0,4.5,2.1,4.9,4.7,3.8,3.5,3.8,3.9,build_systems,20_plus_hrs,intermediate,self_taught,logic_architecture,balanced_generalist,backend
2.8,4.5,2.3,4.4,3.0,2.9,3.4,1.8,4.0,build_user_facing,5_to_10_hrs,basics,self_taught,systems_reliability,technical_engineering,backend
3.9,4.3,1.8,4.4,4.6,4.3,3.3,1.5,4.2,build_user_facing,under_5_hrs,advanced,self_taught,systems_reliability,balanced_generalist,backend
3.7,4.1,1.6,4.4,4.2,4.1,2.8,2.7,4.8,build_systems,under_5_hrs,intermediate,self_taught,logic_architecture,technical_engineering,backend
3.9,4.5,1.0,4.5,3.9,3.2,2.8,1.9,5.0,build_systems,under_5_hrs,advanced,non_cs_degree,logic_architecture,balanced_generalist,backend
2.9,4.3,2.3,4.1,2.8,3.2,3.7,3.3,3.7,build_systems,10_to_20_hrs,advanced,cs_degree,logic_architecture,technical_engineering,backend
3.3,4.8,1.7,3.7,3.6,3.9,3.6,4.4,4.3,build_user_facing,under_5_hrs,advanced,cs_degree,logic_architecture,technical_engineering,backend
3.0,4.6,1.0,4.6,2.9,4.2,3.2,2.9,4.8,build_systems,20_plus_hrs,none,high_school,systems_reliability,technical_engineering,backend
4.5,4.8,2.7,4.8,4.4,4.2,2.5,2.7,3.8,build_systems,10_to_20_hrs,intermediate,cs_degree,systems_reliability,technical_engineering,backend
2.5,4.3,1.9,4.3,3.5,4.3,2.9,1.3,3.4,build_systems,10_to_20_hrs,none,self_taught,systems_reliability,balanced_generalist,backend
4.3,4.9,2.2,4.8,3.8,4.3,3.4,3.4,3.6,build_systems,10_to_20_hrs,none,cs_degree,systems_reliability,balanced_generalist,backend
4.4,4.2,2.7,4.9,4.6,3.5,2.5,2.4,4.4,build_systems,20_plus_hrs,basics,non_cs_degree,logic_architecture,technical_engineering,backend
2.2,4.4,1.7,4.6,4.5,3.7,3.4,3.4,3.8,build_user_facing,10_to_20_hrs,advanced,high_school,logic_architecture,technical_engineering,backend
3.4,4.6,1.1,4.2,2.6,4.3,3.9,3.0,4.0,build_systems,under_5_hrs,intermediate,self_taught,logic_architecture,technical_engineering,backend
3.1,4.6,2.0,4.6,3.3,3.9,3.4,2.4,3.7,build_user_facing,5_to_10_hrs,basics,non_cs_degree,logic_architecture,balanced_generalist,backend
3.6,4.1,2.9,4.3,3.7,3.8,3.0,2.7,3.4,build_systems,5_to_10_hrs,basics,high_school,logic_architecture,balanced_generalist,backend
4.6,4.3,2.4,4.3,3.3,3.7,3.9,2.3,3.9,build_systems,20_plus_hrs,none,high_school,systems_reliability,technical_engineering,backend
4.5,4.2,2.9,4.2,3.5,4.5,4.6,3.2,4.0,build_systems,under_5_hrs,basics,high_school,systems_reliability,technical_engineering,backend
2.9,4.5,1.7,4.5,4.3,4.1,3.2,3.1,4.0,build_systems,10_to_20_hrs,intermediate,high_school,logic_architecture,balanced_generalist,backend
3.5,4.8,1.7,4.3,3.4,3.0,3.1,2.8,4.5,build_systems,20_plus_hrs,advanced,cs_degree,systems_reliability,technical_engineering,backend
3.9,3.7,2.2,5.0,3.4,3.8,3.0,3.7,4.3,build_systems,under_5_hrs,none,self_taught,logic_architecture,technical_engineering,backend
2.8,5.0,4.3,3.9,3.6,2.7,3.9,4.1,4.4,build_systems,20_plus_hrs,basics,non_cs_degree,visual_creative,creative_visual,fullstack
2.7,3.9,4.0,4.4,2.9,3.5,2.7,2.9,4.0,build_user_facing,10_to_20_hrs,basics,cs_degree,logic_architecture,balanced_generalist,fullstack
2.8,4.2,4.3,4.2,3.0,3.8,2.3,2.0,4.2,build_user_facing,5_to_10_hrs,intermediate,self_taught,logic_architecture,technical_engineering,fullstack
2.2,4.8,4.2,4.7,3.5,3.4,3.1,1.4,4.1,build_systems,under_5_hrs,advanced,cs_degree,systems_reliability,technical_engineering,fullstack
3.4,5.0,3.7,5.0,3.6,3.4,3.6,2.1,4.2,build_systems,under_5_hrs,basics,high_school,visual_creative,balanced_generalist,fullstack
3.7,4.9,3.3,4.1,3.0,3.6,3.4,1.8,3.9,build_user_facing,20_plus_hrs,intermediate,high_school,logic_architecture,creative_visual,fullstack
4.1,4.5,3.9,4.1,3.6,3.3,3.3,2.5,3.5,build_user_facing,10_to_20_hrs,basics,self_taught,logic_architecture,creative_visual,fullstack
2.6,4.6,3.5,4.2,3.4,3.3,2.8,2.7,4.3,build_systems,20_plus_hrs,basics,cs_degree,logic_architecture,technical_engineering,fullstack
2.6,4.4,4.4,4.3,4.1,3.4,3.8,2.9,4.1,build_systems,20_plus_hrs,advanced,high_school,logic_architecture,technical_engineering,fullstack
3.1,4.9,4.2,4.2,2.9,4.2,3.1,2.9,4.8,build_systems,20_plus_hrs,basics,self_taught,systems_reliability,creative_visual,fullstack
3.3,4.8,4.2,4.4,2.0,3.0,3.5,2.9,4.2,build_user_facing,10_to_20_hrs,none,high_school,systems_reliability,balanced_generalist,fullstack
3.5,4.0,4.1,3.9,3.8,3.4,3.5,3.1,3.0,build_systems,20_plus_hrs,intermediate,high_school,visual_creative,balanced_generalist,fullstack
2.7,3.9,4.6,3.9,3.5,3.6,3.5,3.2,4.0,build_user_facing,20_plus_hrs,advanced,non_cs_degree,logic_architecture,technical_engineering,fullstack
3.5,4.2,3.9,3.8,3.8,4.3,2.7,3.4,4.7,build_user_facing,under_5_hrs,none,self_taught,logic_architecture,technical_engineering,fullstack
2.7,5.0,4.2,3.6,3.4,3.0,3.3,2.5,3.8,build_user_facing,5_to_10_hrs,none,cs_degree,systems_reliability,balanced_generalist,fullstack
3.5,4.3,3.7,4.9,2.8,3.1,3.5,3.2,4.1,build_systems,10_to_20_hrs,advanced,non_cs_degree,logic_architecture,balanced_generalist,fullstack
4.1,4.4,3.5,3.9,3.6,3.7,3.8,2.2,4.0,build_user_facing,10_to_20_hrs,none,high_school,logic_architecture,technical_engineering,fullstack
3.6,5.0,4.1,3.4,3.4,3.7,3.8,3.2,4.3,build_systems,20_plus_hrs,intermediate,non_cs_degree,logic_architecture,creative_visual,fullstack
2.9,5.0,4.1,5.0,3.3,3.8,3.6,2.6,3.8,build_user_facing,20_plus_hrs,basics,non_cs_degree,logic_architecture,creative_visual,fullstack
3.7,4.6,4.1,4.1,4.1,3.7,3.3,2.5,4.4,build_user_facing,20_plus_hrs,advanced,high_school,systems_reliability,technical_engineering,fullstack
3.0,4.8,4.0,4.5,3.3,3.7,2.8,3.3,4.3,build_user_facing,under_5_hrs,none,cs_degree,systems_reliability,creative_visual,fullstack
